name,move_sec,length,speed_kmh,move_to_ts_name,self_ts_name,self_busy_sec
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1602045879
НАП(на_3П),31,376.0,43.6645,1-9СП(к),НАП(к),1602048064
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602050408
НАП(на_2П),28,376.0,48.3429,1-9СП(к),НАП(к),1602050937
НАП(на_2П),36,376.0,37.6,1-9СП(к),НАП(к),1602053232
НАП(на_2П),20,376.0,67.68,1-9СП(к),НАП(к),1602064346
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1602068509
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1602078580
НАП(на_3П),30,376.0,45.12,1-9СП(к),НАП(к),1602081496
НАП(на_3П),32,376.0,42.3,1-9СП(к),НАП(к),1602085513
НАП(на_2П),73,376.0,18.5425,1-9СП(к),НАП(к),1602089499
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602091867
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1602092755
НАП(на_1П),37,376.0,36.5838,1-9СП(к),НАП(к),1602093466
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1602095634
НАП(на_2П),26,376.0,52.0615,1-9СП(к),НАП(к),1602097368
НАП(на_2П),27,376.0,50.1333,1-9СП(к),НАП(к),1602097827
НАП(на_2П),39,376.0,34.7077,1-9СП(к),НАП(к),1602099368
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1602101304
НАП(на_1П),50,376.0,27.072,1-9СП(к),НАП(к),1602102095
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602102635
НАП(на_2П),21,376.0,64.4571,1-9СП(к),НАП(к),1602106208
НАП(на_3П),38,376.0,35.6211,1-9СП(к),НАП(к),1602106923
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1602110972
НАП(на_2П),28,376.0,48.3429,1-9СП(к),НАП(к),1602111401
НАП(на_3П),88,376.0,15.3818,1-9СП(к),НАП(к),1602111690
НАП(на_2П),19,376.0,71.2421,1-9СП(к),НАП(к),1602116004
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602120610
